iter	Logloss
181	0.1089674669
182	0.1089152174
183	0.1088355972
184	0.1087187392
185	0.1086669913
186	0.1086301507
187	0.1085667045
188	0.1084904041
189	0.108417247
190	0.1083786225
191	0.1083207268
192	0.1082620483
193	0.1082120521
194	0.1081719979
195	0.1081357311
196	0.1080375467
197	0.107966285
198	0.1079010277
199	0.107816782
200	0.1077384057
201	0.107678905
202	0.107583191
203	0.1075394134
204	0.1074948497
205	0.1074319802
206	0.1073899224
207	0.1072965784
208	0.1072494619
209	0.107200259
210	0.1071462995
211	0.1070718773
212	0.1069997867
213	0.1069219228
214	0.1068677728
215	0.1067985724
216	0.1067497603
217	0.1067047765
218	0.1066200077
219	0.1065386484
220	0.1064502389
221	0.1063901847
222	0.1063305653
223	0.1062958038
224	0.106268256
225	0.1062274784
226	0.106183553
227	0.1061250699
228	0.1060654508
229	0.1060297328
230	0.1059874527
231	0.1059589009
232	0.1059004771
233	0.1058602893
234	0.1058133705
235	0.1057480899
236	0.1057083944
237	0.1056415827
238	0.1055947524
239	0.1055587549
240	0.1055213529
241	0.1054796045
242	0.1054344931
243	0.1053981473
244	0.1053487253
245	0.1052870967
246	0.1052192217
247	0.1051586099
248	0.1051246104
249	0.1050967676
250	0.1050649316
251	0.1049947235
252	0.1049430625
253	0.1048708419
254	0.1048472949
255	0.104785279
256	0.1047432752
257	0.1047013622
258	0.104672535
259	0.1046384338
260	0.1045856351
261	0.1045576623
262	0.1045148294
263	0.1044863043
264	0.1044647636
265	0.1044011202
266	0.1043441481
267	0.1043085854
268	0.1042559245
269	0.1042290322
270	0.1041532103
271	0.104128462
272	0.1040983355
273	0.1040403719
274	0.1040043946
275	0.1039669579
276	0.1039152739
277	0.1038779471
278	0.1038189809
279	0.1037604013
280	0.1037361766
281	0.1037016597
282	0.1036591656
283	0.1036126418
284	0.103588221
285	0.103543538
286	0.1035001618
287	0.1034697066
288	0.1034258045
289	0.1034041228
290	0.1033805332
291	0.1033547028
292	0.1033252771
293	0.1032632367
294	0.1032158424
295	0.1031738439
296	0.1031540925
297	0.1030909489
298	0.1030484338
299	0.1029908086
300	0.102948557
301	0.102898817
302	0.1028526267
303	0.1028353835
304	0.1027812875
305	0.1027273986
306	0.1026958084
307	0.1026568178
308	0.1026300147
309	0.1026087613
310	0.1025504105
311	0.1024911466
312	0.1024732888
313	0.1024247686
314	0.1024015264
315	0.1023602986
316	0.1023235248
317	0.1022771698
318	0.1022493377
319	0.1021771583
320	0.1021394499
321	0.1020972623
322	0.1020641281
323	0.1020244924
324	0.1019941664
325	0.101965358
326	0.1019403976
327	0.1019091433
328	0.1018395972
329	0.1018237464
330	0.1017998706
331	0.1017791252
332	0.1017482179
333	0.1017170004
334	0.1016983632
335	0.101661818
336	0.10162154
337	0.10157446
338	0.1015406054
339	0.1015031549
340	0.1014830134
341	0.1013953332
342	0.101365289
343	0.1013181534
344	0.1013029459
345	0.1012722159
346	0.1012248738
347	0.1011861327
348	0.1011519864
349	0.1011008076
350	0.1010601971
351	0.1010173239
352	0.1009762766
353	0.1009313295
354	0.1008855893
355	0.1008455771
356	0.1007983847
357	0.1007689013
358	0.1007372695
359	0.1007075919
360	0.1006793664
361	0.1006553155
362	0.1006188627
363	0.1005830598
364	0.1005506579
365	0.1004964153
366	0.1004556796
367	0.1004129419
368	0.1003670469
369	0.100303305
370	0.1002697666
371	0.1002474487
372	0.1001914559
373	0.1001505679
374	0.100136973
375	0.1001000968
376	0.1000634958
377	0.1000222956
378	0.09999561716
379	0.09997197696
380	0.09993321516
381	0.09991375322
382	0.09985450817
383	0.09982411413
384	0.09979931578
385	0.09972065915
386	0.09966652044
387	0.09962504285
388	0.09960185054
389	0.09956276995
390	0.09951612796
391	0.09948172479
392	0.09943324488
393	0.09940218686
394	0.09933177778
395	0.09928832215
396	0.09924886067
397	0.09919613619
398	0.09914986397
399	0.09912083177
400	0.09910599728
401	0.09904335704
402	0.09901031144
403	0.09896846907
404	0.0989356344
405	0.09890725132
406	0.09887449908
407	0.09883878008
408	0.09878965589
409	0.09876685868
410	0.09873587832
411	0.09869151773
412	0.09867235807
413	0.09864233047
414	0.09863108665
415	0.0985964899
416	0.09852311134
417	0.09849024216
418	0.09846631644
419	0.09843154484
420	0.09839797728
421	0.09838466128
422	0.09836678604
423	0.09830946125
424	0.09825841165
425	0.0982277213
426	0.09819810292
427	0.0981445574
428	0.09810993452
429	0.09808430463
430	0.09802732678
431	0.09798037016
432	0.09795706422
433	0.09793351027
434	0.0979152263
435	0.09789898015
436	0.09783733154
437	0.09781174508
438	0.09779079896
439	0.09776472056
440	0.09772852624
441	0.09768174389
442	0.09765584861
443	0.0976160469
444	0.0975869377
445	0.09757303192
446	0.09753699706
447	0.0975131511
448	0.09746853241
449	0.09744237925
450	0.09742233047
451	0.09738484795
452	0.09733435609
453	0.09728095588
454	0.09724821409
455	0.09721363849
456	0.09715222869
457	0.09711615671
458	0.09707985939
459	0.09704847907
460	0.09699831949
461	0.09697533166
462	0.09694812215
463	0.09692675433
464	0.09689062778
465	0.09682488141
466	0.09678051746
467	0.09674443863
468	0.09669715941
469	0.09667424627
470	0.09664398569
471	0.09661773791
472	0.09659690147
473	0.09654050732
474	0.09649778465
475	0.09647047936
476	0.09643911003
477	0.09641320476
478	0.09639584068
479	0.09637224883
480	0.09636353766
481	0.09631115677
482	0.09629204964
483	0.09625996722
484	0.09624856506
485	0.0962238954
486	0.0961635682
487	0.09614603402
488	0.09612360237
489	0.09610171923
490	0.09606790966
491	0.0960228381
492	0.0959835476
493	0.09595417372
494	0.0959247942
495	0.09589040672
496	0.09586784894
497	0.09582853409
498	0.09577515025
499	0.09573222151
500	0.09569616898
501	0.09566061992
502	0.09563708538
503	0.09561247108
504	0.09557444478
505	0.09555120613
506	0.09551259132
507	0.09548793809
508	0.0954431578
509	0.0954006288
510	0.09535843925
511	0.09530427807
512	0.09525980723
513	0.09522931539
514	0.09520656764
515	0.09516650107
516	0.09512274943
517	0.09509237139
518	0.09508421744
519	0.09505444892
520	0.09501943657
521	0.09499176683
522	0.0949510792
523	0.09492412993
524	0.09488762722
525	0.09485658936
526	0.09482881925
527	0.09480776142
528	0.09476042703
529	0.09473957844
530	0.09471717347
531	0.09470031673
532	0.09467412184
533	0.09465226729
534	0.09461416419
535	0.09458306751
536	0.09455686503
537	0.09454418094
538	0.09452758348
539	0.09445949984
540	0.09442997576
541	0.0944063093
542	0.09438007692
543	0.0943687369
544	0.0943313077
545	0.09430203518
546	0.09427627871
547	0.09425345976
548	0.09423416145
549	0.09421446381
550	0.09417469364
551	0.0941493769
552	0.09410468917
553	0.09406533267
554	0.0940396066
555	0.09400211996
556	0.09398656669
557	0.09395899095
558	0.09392855351
559	0.09390609274
560	0.09387379752
561	0.09385003206
562	0.09382320605
563	0.09380722753
564	0.09378163068
565	0.0937583749
566	0.09373290299
567	0.09369277387
568	0.09366345978
569	0.09364135552
570	0.09362435499
571	0.09359793322
572	0.09357858422
573	0.09356109734
574	0.09352516345
575	0.09349522543
576	0.09344660899
577	0.09343120953
578	0.09338114605
579	0.09336132059
580	0.09333000075
581	0.09330642811
582	0.09328376605
583	0.09325608735
584	0.09323783732
585	0.09320943321
586	0.09316942019
587	0.09314624019
588	0.09310974637
589	0.09308637309
590	0.09306066993
591	0.093031125
592	0.09296491017
593	0.09293417758
594	0.09290539217
595	0.092879417
596	0.09283948258
597	0.09281161349
598	0.09278689199
599	0.09276787273
600	0.0927399723
601	0.09272195941
602	0.09270453602
603	0.09267658701
604	0.0926609989
605	0.09262704855
606	0.09260480889
607	0.09257130883
608	0.09255963875
609	0.09254248395
610	0.09250984216
611	0.09248621863
612	0.09246130982
613	0.09244492501
614	0.09243111599
615	0.09239418416
616	0.09237487356
617	0.09236257669
618	0.09231983059
619	0.09229528042
620	0.09228360497
621	0.09226897781
622	0.09225081504
623	0.09221088958
624	0.09216689255
625	0.09214355462
626	0.09211796466
627	0.09207915281
628	0.09204403143
629	0.09203176037
630	0.09199083437
631	0.09195985197
632	0.09193162214
633	0.09189280476
634	0.0918890968
635	0.09186760435
636	0.09185791515
637	0.09183587159
638	0.09180773638
639	0.09178606286
640	0.09176602916
641	0.09172353987
642	0.09169827104
643	0.09166868059
644	0.09163889626
645	0.09161303829
646	0.0915836915
647	0.09153900891
648	0.09151586411
649	0.09149757731
650	0.09146499906
651	0.09145341838
652	0.09141701006
653	0.09137787063
654	0.09135649951
655	0.09133030031
656	0.09129662787
657	0.091273938
658	0.09125337478
659	0.09119418741
660	0.09116090046
661	0.09112911297
662	0.09111185066
663	0.09109332536
664	0.09105798259
665	0.09103101587
666	0.09098989306
667	0.09097115769
668	0.09095767601
669	0.09092360743
670	0.09087955129
671	0.09085832357
672	0.09084453621
673	0.09081133067
674	0.09077652237
675	0.09074091567
676	0.09071603679
677	0.09069658698
678	0.09067522203
679	0.09067208162
680	0.09064408214
681	0.09062411106
682	0.09060108238
683	0.09056706129
684	0.09055016505
685	0.0905387932
686	0.09050906648
687	0.09047777504
688	0.09043017434
689	0.09040615377
690	0.09039524547
691	0.09038548897
692	0.09036516937
693	0.09034503029
694	0.09033519318
695	0.09031057656
696	0.09027604981
697	0.09025176564
698	0.09022771356
699	0.09019830338
700	0.09017656585
701	0.09014554516
702	0.09008612755
703	0.09006083335
704	0.09003332922
705	0.08997827964
706	0.08995547659
707	0.08994227986
708	0.08991126072
709	0.08987897032
710	0.08985438573
711	0.08983862885
712	0.0898125511
713	0.08978176582
714	0.08972852028
715	0.08970231808
716	0.0896436143
717	0.08961968182
718	0.08960742597
719	0.08956919879
720	0.08955505381
721	0.08952997926
722	0.08948322206
723	0.08947382785
724	0.08943778109
725	0.08941223205
726	0.08938374444
727	0.08935966141
728	0.08931785629
729	0.08929815371
730	0.08928010529
731	0.08924764785
732	0.08921489152
733	0.08920459438
734	0.08916310108
735	0.08912762156
736	0.08909284753
737	0.08908484388
738	0.08904413536
739	0.08903345642
740	0.08902235377
741	0.08899005233
742	0.08896339062
743	0.08893476857
744	0.08890481648
745	0.08886846337
746	0.08884248796
747	0.08882670535
748	0.08879664277
749	0.08876472305
750	0.08873735978
751	0.08870140038
752	0.08867426502
753	0.08864579646
754	0.0886179345
755	0.08859423475
756	0.08858586258
757	0.08855118673
758	0.08854097644
759	0.08851567093
760	0.08849259637
761	0.08847002716
762	0.08845350759
763	0.08844514601
764	0.08841450146
765	0.08839137964
766	0.08837055325
767	0.08835853643
768	0.08833535795
769	0.08830777555
770	0.0882968747
771	0.08827897769
772	0.08825160212
773	0.08822403173
774	0.0881975413
775	0.08817001137
776	0.08815994495
777	0.08813922555
778	0.08813160536
779	0.08806928309
780	0.08805674505
781	0.08804148884
782	0.08801813993
783	0.08800030404
784	0.08798615819
785	0.08796981016
786	0.08795156109
787	0.08792423044
788	0.08789492764
789	0.08787599713
790	0.08786677271
791	0.0878356156
792	0.08781182708
793	0.08780562244
794	0.08778695791
795	0.08775854456
796	0.08773581277
797	0.08771201879
798	0.08770145581
799	0.08766709243
800	0.08764120849
801	0.08760848942
802	0.08759467206
803	0.08756519511
804	0.08754367091
805	0.0875072283
806	0.08747381388
807	0.08745574258
808	0.08743259232
809	0.0874116113
810	0.08738740336
811	0.08737105884
812	0.08734867163
813	0.08732107948
814	0.0872970649
815	0.08726424821
816	0.08724773747
817	0.08723247007
818	0.08720140734
819	0.08718785302
820	0.08715784608
821	0.08712811701
822	0.08710932409
823	0.0870904645
824	0.08705618577
825	0.08704010844
826	0.08701337284
827	0.08698562388
828	0.08695308737
829	0.08692983685
830	0.08691489905
831	0.08690461358
832	0.08686043196
833	0.08683754509
834	0.08681585927
835	0.08678907457
836	0.08675574636
837	0.08672139031
838	0.08669747328
839	0.08668017344
840	0.08665508533
841	0.08663314298
842	0.08662487944
843	0.08659777552
844	0.0865683987
845	0.08654191899
846	0.08650427781
847	0.08647437801
848	0.08644493941
849	0.08640415271
850	0.08638075499
851	0.086366262
852	0.08635829012
853	0.08633753785
854	0.08632807995
855	0.0862986714
856	0.08628226822
857	0.08625064639
858	0.08623190736
859	0.08622407584
860	0.08619114812
861	0.08616464249
862	0.08614828247
863	0.08611741506
864	0.08610814643
865	0.08607364752
866	0.08604013258
867	0.08601254481
868	0.0859823083
869	0.08596103394
870	0.08593852407
871	0.08591644832
872	0.08589331372
873	0.08586397989
874	0.08583315019
875	0.08581046135
876	0.08577684365
877	0.08575860271
878	0.08574578014
879	0.08572389737
880	0.08570334333
881	0.08567342589
882	0.08565206442
883	0.08563783471
884	0.08560361644
885	0.08559463153
886	0.08555967161
887	0.08552548378
888	0.08549663928
889	0.08547272493
890	0.0854531477
891	0.08542132087
892	0.08540026986
893	0.08537332411
894	0.0853540727
895	0.08532853403
896	0.08530148414
897	0.08527615077
898	0.08526798808
899	0.08522601208
900	0.0852168121
901	0.0851918281
902	0.08516318435
903	0.08514662272
904	0.08512722783
905	0.0850878106
906	0.08506957538
907	0.08504424518
908	0.08502852035
909	0.08500077188
910	0.08497836852
911	0.08496942895
912	0.0849494068
913	0.08492080584
914	0.08487982834
915	0.08485638293
916	0.08482391639
917	0.08481426768
918	0.08478997342
919	0.08477561618
920	0.08476146628
921	0.08472315395
922	0.08470745034
923	0.08468598005
924	0.08465747137
925	0.0846267983
926	0.08461365767
927	0.08459168739
928	0.08458422956
929	0.08456451062
930	0.08455037141
931	0.08454216459
932	0.08451725625
933	0.08448725736
934	0.0844661374
935	0.08444988164
936	0.0844253812
937	0.08438610684
938	0.0843664124
939	0.08433514824
940	0.08430527172
941	0.08428888015
942	0.08426584315
943	0.08426074901
944	0.08424847263
945	0.08422727913
946	0.08421337029
947	0.08419748875
948	0.08417962634
949	0.08416324556
950	0.08414752824
951	0.08411953434
952	0.08410545748
953	0.08409841164
954	0.08407811287
955	0.0840510994
956	0.08402290115
957	0.0840121199
958	0.08398602318
959	0.08397803516
960	0.08396707236
961	0.08394507053
962	0.08393648308
963	0.08391397534
964	0.08389087134
965	0.08387225965
966	0.0838528247
967	0.08382701437
968	0.08380271045
969	0.0837835832
970	0.08376373099
971	0.08372762253
972	0.08371598988
973	0.08369821354
974	0.08368406229
975	0.08365930751
976	0.08363730877
977	0.0836206741
978	0.08360670934
979	0.08358566368
980	0.08355888522
981	0.08354441822
982	0.08349400703
983	0.08348280919
984	0.08347320945
985	0.08346586558
986	0.08344932195
987	0.08342840952
988	0.08341621383
989	0.08340806675
990	0.08339559248
991	0.0833809962
992	0.08336847659
993	0.08336437718
994	0.08333976183
995	0.08332556663
996	0.08330917438
997	0.08330276928
998	0.08326900291
999	0.08325317624
